objectid,filename,title,creator,date,description,subject,location,source,format original,format,type,identifier,language,rights,rightsstatement
townsendwarner0,https://upload.wikimedia.org/wikipedia/commons/1/12/Sylvia_Townsend_Warner_in_1934.png,Sylvia Townsend Warner ,"Coster, Howard, 1885-1959",1934,Black-and-white portrait of Sylvia Townsend Warner,"Warner, Sylvia Townsend, 1893-1978",,"National Portrait Gallery, London",half-plate film negative,image/png,Image;StillImage,NPG x3370,eng,Public domain,
